;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
504;Timothy Chandler;us USA;DF;Eint Frankfurt;de Bundesliga;32-363;1990;0.9;34.4;58.9;58.5;755.6;563.3;7.78;21.1;36.8;17.8;24.4;72.7;7.78;10.0;77.8;0.00;0.00;0.00;0.00;1.11;7.78;0.00;0.00;7.78;Matches;b3b7f5a6
505;Gaëtan Charbonnier;fr FRA;FWMF;Auxerre;fr Ligue 1;34-090;1988;2.8;28.2;31.8;88.8;485.4;106.4;12.9;15.0;85.7;11.8;12.9;91.7;2.50;2.50;100.0;0.00;0.07;0.04;-0.07;1.07;1.79;1.79;0.00;3.93;Matches;18ebca4b
506;Brendan Chardonnet;fr FRA;DF;Brest;fr Ligue 1;28-095;1994;17.7;39.5;48.4;81.7;896.6;341.1;10.7;12.1;88.3;20.5;22.5;91.0;7.68;12.5;61.3;0.00;0.02;0.02;-0.02;0.34;3.50;0.40;0.11;2.71;Matches;16aa7d4c
507;Xavier Chavalerin;fr FRA;MF;Troyes;fr Ligue 1;32-020;1991;20.3;34.6;42.1;82.3;572.1;188.7;16.7;18.6;89.9;13.4;15.5;86.6;2.96;5.07;58.3;0.10;0.10;0.09;0.00;0.89;3.20;0.39;0.20;3.79;Matches;279ddf6a
508;Pep Chavarría;es ESP;FWDF;Rayo Vallecano;es La Liga;24-351;1998;1.1;37.3;57.3;65.1;570.0;176.4;19.1;23.6;80.8;13.6;18.2;75.0;1.82;6.36;28.6;0.00;0.09;0.09;-0.09;2.73;1.82;0.91;0.00;3.64;Matches;63c5e56b
509;Pape Cheikh Diop;sn SEN;MF;Elche;es La Liga;25-231;1997;0.4;20.0;32.5;61.5;330.0;85.0;10.0;12.5;80.0;10.0;15.0;66.7;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;Matches;873ce3a2
510;Rayan Cherki;fr FRA;MFFW;Lyon;fr Ligue 1;19-222;2003;12.5;40.0;53.3;75.1;658.3;179.3;22.2;25.8;86.0;12.5;16.2;76.8;4.32;8.48;50.9;0.32;0.39;0.45;-0.07;3.84;3.12;3.12;0.32;7.04;Matches;b34c63a5
511;Ilyes Cheti;dz ALG;DF;Angers;fr Ligue 1;28-064;1995;2.3;44.3;51.3;86.4;735.7;203.0;21.7;24.3;89.3;16.1;17.4;92.5;4.35;6.52;66.7;0.00;0.09;0.00;-0.09;0.43;2.61;0.43;0.43;1.74;Matches;9d498560
512;Lucas Chevalier;fr FRA;GK;Lille;fr Ligue 1;21-141;2001;22.0;24.9;31.8;78.1;550.8;367.7;7.27;7.32;99.4;13.0;13.3;98.3;4.41;11.0;40.1;0.00;0.01;0.01;-0.01;0.05;0.45;0.00;0.00;0.00;Matches;b3d76d84
513;Fabio Chiarodia;it ITA;DF;Werder Bremen;de Bundesliga;17-295;2005;0.7;21.4;31.4;68.2;478.6;200.0;4.29;8.57;50.0;11.4;12.9;88.9;5.71;7.14;80.0;0.00;0.00;0.00;0.00;0.00;4.29;0.00;0.00;5.71;Matches;48780156
514;Federico Chiesa;it ITA;DFMF;Juventus;it Serie A;25-153;1997;4.4;26.6;35.9;74.1;382.7;115.9;15.2;17.7;85.9;8.64;12.0;71.7;1.14;2.05;55.6;0.68;0.39;0.23;0.30;2.05;2.05;1.36;0.91;2.73;Matches;b0f7e36c
515;Ben Chilwell;eng ENG;DFMF;Chelsea;eng Premier League;26-096;1996;9.7;50.9;66.1;77.1;732.3;222.4;31.8;34.4;92.2;14.6;19.2;76.3;2.99;8.14;36.7;0.21;0.13;0.12;0.07;1.34;2.47;0.62;0.41;2.78;Matches;d2424d1b
516;Vlad Chiriche?;ro ROU;DF;Cremonese;it Serie A;33-133;1989;8.1;32.8;39.0;84.2;648.4;302.6;12.1;13.1;92.5;15.7;17.9;87.6;4.44;6.79;65.5;0.00;0.00;0.00;0.00;0.12;1.48;0.00;0.00;1.36;Matches;c316607a
517;Pedro Chirivella;es ESP;MF;Nantes;fr Ligue 1;25-308;1997;20.5;52.9;62.0;85.3;980.4;281.5;22.2;23.9;93.1;21.2;23.8;89.1;7.37;11.1;66.5;0.05;0.08;0.04;-0.03;1.02;8.49;0.49;0.05;7.66;Matches;68a26d51
518;Joris Chotard;fr FRA;MF;Montpellier;fr Ligue 1;21-184;2001;19.0;33.1;41.9;78.8;597.9;199.4;13.3;15.8;83.7;14.3;16.8;85.0;4.05;6.68;60.6;0.11;0.10;0.09;0.01;0.79;3.74;0.74;0.11;4.00;Matches;7909ffa4
519;Andreas Christensen;dk DEN;DF;Barcelona;es La Liga;26-351;1996;14.0;73.9;78.7;93.8;1362.6;444.9;27.9;29.7;93.8;39.4;40.2;98.0;5.86;7.57;77.4;0.07;0.04;0.05;0.04;0.36;5.14;0.21;0.00;5.14;Matches;1cb49278
520;Oliver Christensen;dk DEN;GK;Hertha BSC;de Bundesliga;24-005;1999;25.0;24.4;37.2;65.7;726.8;569.2;4.12;4.12;100.0;11.1;11.4;97.9;9.16;21.5;42.6;0.00;0.00;0.00;0.00;0.00;0.44;0.00;0.00;0.08;Matches;af104654
521;Ryan Christie;sct SCO;MFFW;Bournemouth;eng Premier League;28-033;1995;11.8;24.8;30.9;80.3;390.1;93.4;13.2;15.8;83.9;8.64;9.49;91.1;1.86;3.39;55.0;0.00;0.08;0.09;-0.08;1.19;2.46;1.02;0.08;3.98;Matches;26ce2263
522;Carney Chukwuemeka;eng ENG;MFFW;Chelsea;eng Premier League;19-158;2003;2.6;37.7;45.0;83.8;476.9;114.2;26.9;31.5;85.4;5.77;7.31;78.9;1.92;1.92;100.0;0.00;0.04;0.04;-0.04;1.15;2.31;1.54;0.77;4.62;Matches;b2f9c73e
523;Samuel Chukwueze;ng NGA;FWMF;Villarreal;es La Liga;23-309;1999;16.4;27.0;35.7;75.6;422.1;86.1;15.4;17.7;86.6;8.78;11.2;78.3;2.32;3.60;64.4;0.30;0.18;0.15;0.13;1.77;0.98;1.83;0.43;2.93;Matches;b8a642fc
524;Darko Churlinov;mk MKD;FW;Stuttgart;de Bundesliga;22-259;2000;0.3;0.00;0.00;;0.00;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;c6608135
525;Víctor Chust;es ESP;DF;Cádiz;es La Liga;23-022;2000;9.6;34.1;41.4;82.4;757.2;285.1;9.58;10.8;88.5;15.8;17.9;88.4;7.71;10.9;70.5;0.00;0.00;0.01;0.00;0.10;2.08;0.10;0.00;2.19;Matches;ec1a731e
526;Tolga Ci?erci;tr TUR;MF;Hertha BSC;de Bundesliga;31-004;1992;5.3;41.3;53.6;77.1;691.5;190.6;18.1;21.1;85.7;18.9;24.0;78.7;3.21;5.66;56.7;0.19;0.06;0.08;0.13;0.94;3.77;0.19;0.00;4.72;Matches;6e17c802
527;Yanis Cimignani;fr FRA;MFDF;Ajaccio;fr Ligue 1;21-064;2002;3.1;24.2;36.5;66.4;401.6;86.1;13.2;16.5;80.4;8.06;12.9;62.5;2.58;4.52;57.1;0.00;0.03;0.03;-0.03;0.97;0.32;0.65;0.65;0.00;Matches;7495aba7
528;Daniel Ciofani;it ITA;FW;Cremonese;it Serie A;37-239;1985;7.0;10.1;17.6;57.7;141.1;41.7;5.71;8.14;70.2;2.86;5.14;55.6;0.71;1.43;50.0;0.00;0.07;0.10;-0.07;1.00;1.14;0.43;0.00;0.71;Matches;b09a3ecc
529;Tio Cipot;si SVN;FWDF;Spezia;it Serie A;19-341;2003;0.7;34.3;45.7;75.0;437.1;110.0;20.0;22.9;87.5;12.9;17.1;75.0;0.00;1.43;0.0;0.00;0.14;0.14;-0.14;2.86;1.43;1.43;0.00;4.29;Matches;039a4fb6
530;Pathé Ciss;sn SEN;MFDF;Rayo Vallecano;es La Liga;29-011;1994;11.6;41.0;49.1;83.7;793.3;218.2;16.1;18.2;88.6;19.4;21.7;89.3;5.17;7.07;73.2;0.00;0.02;0.02;-0.02;0.34;4.48;0.26;0.00;4.66;Matches;9a0408b6
531;Souleymane Cissé;fr FRA;DF;Clermont Foot;fr Ligue 1;20-231;2002;0.4;20.0;27.5;72.7;320.0;22.5;12.5;12.5;100.0;7.50;12.5;60.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;ff4d0258
532;Patrick Ciurria;it ITA;DFMF;Monza;it Serie A;28-046;1995;19.8;35.2;44.3;79.3;552.1;178.8;18.8;21.2;89.0;12.8;16.3;78.3;2.58;4.75;54.3;0.20;0.23;0.11;-0.03;1.36;2.22;1.21;0.56;2.93;Matches;5de3866c
533;Bobby Clark;eng ENG;MF;Liverpool;eng Premier League;18-048;2005;0.1;10.0;10.0;100.0;290.0;170.0;0.00;0.00;;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;1.00;0.00;0.00;0.00;10.0;0.00;10.0;Matches;73341ace
534;Alexis Claude-Maurice;fr FRA;FW;Nice;fr Ligue 1;24-294;1998;0.7;28.6;35.7;80.0;371.4;47.1;17.1;18.6;92.3;7.14;10.0;71.4;1.43;2.86;50.0;0.00;0.00;0.00;0.00;1.43;1.43;1.43;0.00;2.86;Matches;741418c3
535;Alexis Claude-Maurice;fr FRA;MFFW;Lens;fr Ligue 1;24-294;1998;5.4;29.1;34.8;83.5;391.5;80.7;17.8;20.0;88.9;8.89;10.7;82.8;0.93;1.48;62.5;0.37;0.15;0.17;0.22;1.11;2.59;1.30;0.00;4.26;Matches;741418c3
536;Jonathan Clauss;fr FRA;DF;Marseille;fr Ligue 1;30-183;1992;19.7;37.4;49.8;75.1;596.3;221.2;19.8;23.7;83.7;14.0;17.5;80.0;2.23;4.97;44.9;0.41;0.30;0.26;0.11;1.78;3.35;1.78;0.81;4.26;Matches;5219ab4a
537;Carlos Clerc;es ESP;DFMF;Elche;es La Liga;31-034;1992;18.4;32.8;46.1;71.2;489.4;205.1;19.5;22.3;87.3;10.7;14.7;73.0;1.90;5.65;33.7;0.05;0.08;0.09;-0.02;0.49;1.79;0.65;0.33;2.77;Matches;33a61a52
538;Nathaniel Clyne;eng ENG;DF;Crystal Palace;eng Premier League;31-356;1991;18.2;35.7;45.4;78.5;557.5;212.6;18.5;21.0;88.2;15.5;19.0;81.7;1.32;4.01;32.9;0.00;0.04;0.03;-0.04;0.38;2.75;0.33;0.27;2.86;Matches;0442183b
539;Conor Coady;eng ENG;DF;Everton;eng Premier League;30-030;1993;21.9;44.4;52.5;84.6;944.0;363.7;12.2;13.1;93.7;25.0;26.8;93.2;6.76;11.7;57.6;0.05;0.01;0.02;0.03;0.18;3.24;0.14;0.05;1.83;Matches;2928dca2
540;Marcus Coco;fr FRA;DFFW;Nantes;fr Ligue 1;26-276;1996;3.6;28.9;39.2;73.8;451.4;156.9;16.7;20.6;81.1;8.61;10.8;79.5;2.50;5.56;45.0;0.00;0.17;0.14;-0.17;1.11;1.67;1.11;0.83;3.89;Matches;3010aefb
541;Alexandre Coeff;fr FRA;DF;Auxerre;fr Ligue 1;31-035;1992;6.5;44.2;54.3;81.3;945.1;342.9;11.1;13.5;81.8;25.4;28.2;90.2;6.77;10.5;64.7;0.15;0.05;0.02;0.11;0.15;2.92;0.15;0.00;4.00;Matches;c4065f40
542;Jack Colback;eng ENG;MF;Nott'ham Forest;eng Premier League;33-154;1989;5.5;21.6;26.0;83.2;352.0;81.1;11.1;12.9;85.9;8.73;10.0;87.3;1.45;2.00;72.7;0.00;0.04;0.04;-0.04;0.36;2.18;0.55;0.18;2.91;Matches;963a9201
543;Séamus Coleman;ie IRL;DF;Everton;eng Premier League;34-167;1988;16.1;31.8;41.7;76.2;516.1;205.3;16.0;18.4;87.2;13.0;16.1;80.4;2.17;5.22;41.7;0.00;0.02;0.03;-0.02;0.12;1.74;0.81;0.37;2.92;Matches;0420d84f
544;David ?olina;hr CRO;DFMF;Augsburg;de Bundesliga;22-251;2000;0.7;25.7;44.3;58.1;411.4;225.7;17.1;24.3;70.6;5.71;8.57;66.7;2.86;8.57;33.3;0.00;0.00;0.00;0.00;1.43;2.86;1.43;0.00;2.86;Matches;dd5bbe0d
545;Álex Collado;es ESP;MF;Elche;es La Liga;23-339;1999;6.0;29.3;36.3;80.7;418.2;82.5;17.8;19.3;92.2;7.83;9.50;82.5;2.00;3.67;54.5;0.17;0.15;0.18;0.02;2.00;2.33;0.67;0.17;2.67;Matches;85dace26
546;Diego Collado;es ESP;FW;Villarreal;es La Liga;22-077;2001;0.1;50.0;70.0;71.4;1110.0;150.0;20.0;30.0;66.7;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.0;Matches;b3f62bfc
547;Omar Colley;gm GAM;DF;Sampdoria;it Serie A;30-154;1992;15.4;39.9;46.4;86.1;789.3;263.8;10.7;12.1;88.7;24.7;26.8;92.2;3.77;6.23;60.4;0.00;0.00;0.01;0.00;0.00;2.47;0.06;0.00;2.14;Matches;8b95acda
548;Nathan Collins;ie IRL;DF;Wolves;eng Premier League;21-331;2001;17.5;51.1;57.7;88.6;1033.4;355.3;15.0;16.5;91.0;28.9;30.7;94.1;6.17;8.91;69.2;0.00;0.01;0.01;-0.01;0.11;3.71;0.11;0.00;3.43;Matches;a8c19eb8
549;Lorenzo Colombo;it ITA;FW;Lecce;it Serie A;21-019;2002;13.2;13.6;21.1;64.2;166.0;34.7;8.71;11.5;75.7;2.80;4.24;66.1;0.53;1.52;35.0;0.15;0.11;0.03;0.05;1.14;0.98;0.45;0.15;1.44;Matches;04df29a5
550;Andrea Colpani;it ITA;MF;Monza;it Serie A;23-320;1999;6.0;32.3;41.2;78.5;541.2;114.5;16.8;19.2;87.8;11.5;13.5;85.2;3.00;5.50;54.5;0.00;0.17;0.15;-0.17;1.50;3.17;1.50;0.33;5.17;Matches;6499048c
551;Levi Colwill;eng ENG;DF;Brighton;eng Premier League;20-029;2003;6.1;75.7;84.8;89.4;1363.4;531.5;29.8;32.5;91.9;38.5;42.0;91.8;6.39;8.36;76.5;0.00;0.02;0.03;-0.02;0.33;4.43;0.49;0.00;3.93;Matches;7,01E+12
552;Kingsley Coman;fr FRA;FWMF;Bayern Munich;de Bundesliga;26-287;1996;10.2;42.7;54.1;79.0;676.0;145.7;24.1;27.2;88.8;14.2;17.6;80.6;3.43;5.78;59.3;0.39;0.36;0.42;0.03;3.04;1.86;2.75;1.27;4.22;Matches;042e8a49
553;Eray Cömert;ch SUI;DF;Valencia;es La Liga;25-051;1998;17.0;46.0;52.9;86.9;983.1;338.4;11.5;12.9;88.6;27.7;29.3;94.6;6.35;9.24;68.8;0.00;0.01;0.01;-0.01;0.18;2.59;0.12;0.00;2.94;Matches;1,59E+21
554;Santi Comesaña;es ESP;MF;Rayo Vallecano;es La Liga;26-173;1996;17.2;37.0;44.1;84.0;607.6;175.1;18.5;20.7;89.6;14.7;17.1;86.1;2.73;3.60;75.8;0.00;0.06;0.05;-0.06;1.28;4.48;0.47;0.00;5.93;Matches;5ae499d0
555;Andrea Consigli;it ITA;GK;Sassuolo;it Serie A;36-059;1987;25.0;33.6;42.9;78.5;957.6;618.4;5.52;5.52;100.0;14.2;14.3;99.2;13.9;23.0;60.5;0.00;0.00;0.00;0.00;0.00;0.56;0.00;0.00;0.04;Matches;8cabdc1e
556;Abdu Conté;pt POR;DF;Troyes;fr Ligue 1;25-003;1998;13.1;41.6;53.1;78.4;727.9;263.7;18.2;21.5;85.1;19.3;23.1;83.8;3.28;5.57;58.9;0.15;0.15;0.13;0.01;0.99;2.75;0.99;0.46;3.89;Matches;cfa49cc1
557;Andrea Conti;it ITA;DF;Sampdoria;it Serie A;29-025;1994;0.3;20.0;36.7;54.5;253.3;83.3;16.7;23.3;71.4;3.33;10.0;33.3;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;Matches;8fef5412
558;Lewis Cook;eng ENG;MF;Bournemouth;eng Premier League;26-052;1997;16.8;30.7;39.0;78.6;515.7;160.5;14.6;16.7;87.9;12.4;14.4;86.0;2.74;4.94;55.4;0.12;0.13;0.12;-0.01;1.25;2.98;0.65;0.48;3.27;Matches;2afc7272
559;Steve Cook;eng ENG;DF;Nott'ham Forest;eng Premier League;31-342;1991;10.6;34.8;43.3;80.4;743.8;236.9;7.55;9.34;80.8;22.1;24.6;89.7;4.81;8.58;56.0;0.00;0.06;0.06;-0.06;0.28;1.70;0.19;0.09;1.79;Matches;3e5e4e63
560;Liam Cooper;sct SCO;DF;Leeds United;eng Premier League;31-209;1991;12.3;39.0;49.5;78.8;714.6;274.1;15.1;17.2;87.7;20.2;24.1;83.8;3.09;6.83;45.2;0.00;0.04;0.02;-0.04;0.33;2.36;0.00;0.00;2.11;Matches;dc64b8b3
561;Copete;es ESP;DF;Mallorca;es La Liga;23-168;1999;16.1;30.9;39.3;78.6;614.5;272.3;11.1;12.4;89.9;14.7;16.6;88.4;4.84;8.39;57.8;0.00;0.01;0.01;-0.01;0.12;2.73;0.19;0.00;2.86;Matches;0f26ffd7
562;Diego Coppola;it ITA;DF;Hellas Verona;it Serie A;19-089;2003;11.4;31.8;43.9;72.5;598.4;258.7;11.1;13.4;83.0;17.8;21.8;81.9;2.54;6.49;39.2;0.00;0.00;0.02;0.00;0.00;2.37;0.26;0.09;3.25;Matches;22ae86f9
563;Francis Coquelin;fr FRA;MF;Villarreal;es La Liga;31-318;1991;8.3;31.9;37.5;85.2;455.2;96.7;18.3;20.1;91.0;9.64;10.6;90.9;1.69;2.41;70.0;0.00;0.12;0.14;-0.12;0.72;2.29;0.36;0.12;3.49;Matches;a6951bf8
564;Sébastien Corchia;fr FRA;DFMF;Nantes;fr Ligue 1;32-146;1990;6.9;29.0;43.6;66.4;483.3;213.6;14.1;17.8;78.9;11.2;17.4;64.2;2.32;4.93;47.1;0.14;0.04;0.06;0.10;0.72;2.17;1.01;0.72;3.04;Matches;0e7ccfc4
565;Maxwel Cornet;ci CIV;FW;West Ham;eng Premier League;26-181;1996;1.1;19.1;28.2;67.7;251.8;52.7;12.7;17.3;73.7;6.36;7.27;87.5;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.82;Matches;beb391dd
566;Jesús Corona;mx MEX;FW;Sevilla;es La Liga;30-080;1993;0.7;22.9;28.6;80.0;341.4;8.57;12.9;12.9;100.0;8.57;11.4;75.0;1.43;4.29;33.3;0.00;0.29;0.14;-0.29;1.43;0.00;0.00;0.00;1.43;Matches;fb938d24
567;Ángel Correa;ar ARG;FWMF;Atlético Madrid;es La Liga;28-018;1995;10.8;27.4;34.7;78.9;350.5;83.6;18.5;20.9;88.5;5.83;7.78;75.0;1.20;2.59;46.4;0.00;0.25;0.24;-0.25;1.76;1.94;1.39;0.19;3.52;Matches;01eb744d
568;Joaquín Correa;ar ARG;FW;Inter;it Serie A;28-226;1994;5.0;18.2;24.6;74.0;279.4;55.6;9.40;11.6;81.0;6.20;7.40;83.8;1.40;1.40;100.0;0.20;0.16;0.08;0.04;1.00;1.60;0.20;0.00;1.60;Matches;45b9b619
569;Thierry Correia;pt POR;DFFW;Valencia;es La Liga;24-018;1999;17.1;47.0;61.3;76.6;785.1;268.4;25.1;28.5;88.3;16.3;21.1;77.2;4.74;8.89;53.3;0.00;0.03;0.08;-0.03;0.53;4.21;0.94;0.47;4.50;Matches;c78b352d
570;Alessandro Cortinovis;it ITA;MF;Hellas Verona;it Serie A;22-061;2001;0.1;50.0;60.0;83.3;770.0;350.0;30.0;30.0;100.0;20.0;20.0;100.0;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;20.0;10.0;20.0;Matches;bfc359ed
571;Danny da Costa;de GER;DF;Mainz 05;de Bundesliga;29-257;1993;10.7;27.3;45.3;60.2;490.5;247.7;10.3;13.7;74.8;13.6;21.9;62.4;2.15;6.36;33.8;0.19;0.08;0.12;0.10;0.93;2.80;1.68;0.75;4.58;Matches;5ddb8f9f
572;David Pereira da Costa;pt POR;MFFW;Lens;fr Ligue 1;22-081;2001;15.0;38.8;48.3;80.4;609.3;171.7;19.7;22.2;88.6;15.2;19.1;79.7;2.27;3.67;61.8;0.20;0.26;0.27;-0.06;1.80;4.53;2.07;0.27;7.40;Matches;59948ef7
573;Diego Costa;es ESP;FW;Wolves;eng Premier League;34-171;1988;7.9;10.1;13.9;72.7;114.1;15.4;5.95;6.84;87.0;2.53;3.29;76.9;0.13;0.13;100.0;0.00;0.04;0.05;-0.04;0.63;0.38;0.13;0.00;0.51;Matches;a190d597
574;Jaume Costa;es ESP;DF;Mallorca;es La Liga;35-009;1988;20.4;32.0;43.0;74.4;540.0;199.0;16.0;18.0;88.6;12.9;17.0;76.0;2.75;5.54;49.6;0.05;0.08;0.11;-0.03;1.08;2.35;1.13;0.69;2.75;Matches;808d48f3
575;Logan Costa;cv CPV;DFMF;Toulouse;fr Ligue 1;21-360;2001;0.6;41.7;45.0;92.6;815.0;373.3;16.7;16.7;100.0;15.0;15.0;100.0;8.33;10.0;83.3;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.33;Matches;bfb2056e
576;Nuno da Costa;cv CPV;FWMF;Auxerre;fr Ligue 1;32-045;1991;14.7;11.8;17.3;67.8;189.8;61.7;5.17;7.82;66.1;3.74;4.97;75.3;1.43;1.90;75.0;0.14;0.14;0.10;-0.01;1.02;0.95;0.41;0.14;1.50;Matches;909222de
577;Samu Costa;pt POR;MF;Almería;es La Liga;22-120;2000;13.8;40.1;51.5;77.9;764.5;245.2;16.3;18.7;87.2;18.0;21.1;85.2;5.36;8.62;62.2;0.00;0.04;0.04;-0.04;0.58;3.12;0.22;0.00;4.28;Matches;76c2a023
578;Benoît Costil;fr FRA;GK;Auxerre;fr Ligue 1;35-267;1987;19.0;21.8;31.2;69.8;726.4;547.5;2.84;2.84;100.0;9.11;9.42;96.6;9.79;18.8;52.1;0.00;0.00;0.00;0.00;0.00;0.58;0.00;0.00;0.05;Matches;2434f24a
579;Vladimír Coufal;cz CZE;DF;West Ham;eng Premier League;30-217;1992;15.8;32.2;51.8;62.0;556.6;281.1;15.9;18.9;84.6;12.3;19.4;63.4;3.23;9.37;34.5;0.00;0.10;0.08;-0.10;1.01;3.23;0.95;0.63;4.56;Matches;fdf3cb77
580;Lassana Coulibaly;ml MLI;MF;Salernitana;it Serie A;26-351;1996;22.8;29.4;35.4;83.3;461.6;130.6;14.6;16.6;88.1;12.2;13.7;89.1;1.54;2.54;60.3;0.09;0.06;0.05;0.03;0.61;2.72;0.31;0.04;3.55;Matches;85a44ecc
581;Tanguy Coulibaly;fr FRA;FWDF;Stuttgart;de Bundesliga;22-037;2001;2.2;30.5;44.5;68.4;417.3;132.7;20.0;22.3;89.8;7.73;11.4;68.0;1.36;3.64;37.5;0.00;0.09;0.23;-0.09;0.91;2.27;1.36;0.45;3.64;Matches;05ba9d7c
582;Thibaut Courtois;be BEL;GK;Real Madrid;es La Liga;30-320;1992;20.0;30.2;35.5;85.0;741.1;480.6;6.15;6.20;99.2;17.3;17.5;98.9;6.60;11.6;57.1;0.00;0.01;0.00;-0.01;0.05;0.25;0.00;0.00;0.00;Matches;1840e36d
583;Mathieu Coutadeur;fr FRA;MF;Ajaccio;fr Ligue 1;37-007;1986;14.9;48.7;57.9;84.1;835.2;219.7;21.9;24.8;88.6;18.4;21.9;83.8;5.84;7.72;75.7;0.00;0.04;0.05;-0.04;0.54;5.30;0.34;0.07;5.84;Matches;ef8ae23b
584;Philippe Coutinho;br BRA;MFFW;Aston Villa;eng Premier League;30-288;1992;8.8;32.7;43.6;75.0;463.7;110.9;20.5;23.9;85.7;9.32;12.7;73.2;1.93;4.09;47.2;0.00;0.06;0.09;-0.06;0.91;3.41;0.91;0.23;5.45;Matches;0ef89a37
585;Yan Couto;br BRA;DFMF;Girona;es La Liga;20-297;2002;7.6;38.9;51.6;75.5;619.9;178.0;20.5;23.0;89.1;13.7;18.2;75.4;3.16;6.32;50.0;0.13;0.14;0.17;-0.01;1.18;3.03;1.84;0.79;4.87;Matches;1944818c
586;Conor Coventry;ie IRL;MFFW;West Ham;eng Premier League;23-002;2000;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;a5ca9127
587;Nicolas Cozza;fr FRA;DF;Montpellier;fr Ligue 1;24-078;1999;14.2;30.2;41.7;72.5;522.3;223.2;14.4;17.5;82.3;12.8;16.5;77.4;2.11;4.93;42.9;0.07;0.06;0.06;0.01;0.49;1.90;0.49;0.21;3.38;Matches;8f325097
588;Alessio Cragno;it ITA;GK;Monza;it Serie A;28-272;1994;1.0;29.0;31.0;93.5;621.0;431.0;7.00;7.00;100.0;18.0;18.0;100.0;4.00;6.00;66.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f554e29b
589;Aaron Cresswell;eng ENG;DF;West Ham;eng Premier League;33-102;1989;17.5;50.4;63.4;79.5;810.1;375.7;28.5;30.3;93.8;17.2;21.4;80.3;4.17;8.40;49.7;0.00;0.15;0.13;-0.15;1.77;4.29;1.49;0.74;7.03;Matches;4f974391
590;Bryan Cristante;it ITA;MF;Roma;it Serie A;28-024;1995;24.1;42.7;52.5;81.2;788.3;239.5;18.3;20.9;87.7;17.8;20.3;87.6;5.44;9.17;59.3;0.04;0.04;0.06;0.00;0.50;5.10;0.54;0.12;4.77;Matches;16657b95
591;Domen ?rnigoj;si SVN;MF;Salernitana;it Serie A;27-129;1995;3.3;23.9;33.6;71.2;360.3;79.7;12.7;16.7;76.4;9.39;10.9;86.1;1.21;3.03;40.0;0.00;0.12;0.18;-0.12;0.61;2.42;0.00;0.00;0.91;Matches;22cd43d2
592;Juan Cruz Armada;es ESP;DF;Osasuna;es La Liga;30-242;1992;17.0;33.2;44.5;74.6;555.3;257.0;16.2;18.1;89.6;14.0;18.2;76.8;2.59;6.12;42.3;0.00;0.06;0.05;-0.06;0.82;3.06;0.88;0.59;2.94;Matches;a56da3ba
593;Juan Cruz;es ESP;FW;Betis;es La Liga;22-336;2000;1.9;11.6;18.9;61.1;133.7;34.2;7.37;8.42;87.5;2.63;5.79;45.5;0.00;2.11;0.0;0.00;0.05;0.05;-0.05;1.05;0.00;0.00;0.00;0.53;Matches;cc2dd8a5
594;Juan Cuadrado;co COL;DFFW;Juventus;it Serie A;34-305;1988;14.7;46.1;55.6;83.0;892.2;221.0;19.6;21.8;89.7;18.7;21.6;86.5;7.28;10.2;71.3;0.20;0.15;0.12;0.05;2.04;2.31;1.09;0.54;3.54;Matches;0ab1f153
595;Marc Cucurella;es ESP;DF;Chelsea;eng Premier League;24-248;1998;15.9;59.2;70.7;83.8;895.7;273.5;32.7;35.3;92.7;21.4;24.5;87.4;3.14;6.16;51.0;0.13;0.03;0.04;0.10;0.50;3.90;0.57;0.38;3.52;Matches;1daec722
