edge;cost
36;1.908000000000000e+03
37;3.590000000000000e+03
38;1.369000000000000e+03
39;1.889000000000000e+03
40;1.095000000000000e+03
41;4.124000000000000e+03
42;5.270000000000000e+02
43;1.226000000000000e+03
44;2.051000000000000e+03
45;2.389000000000000e+03
46;8.560000000000000e+02
47;1.266000000000000e+03
48;8.580000000000000e+02
49;2.417000000000000e+03
50;8.700000000000000e+03
51;8.880000000000000e+02
52;2.105000000000000e+03
53;9.940000000000000e+02
54;1.057000000000000e+03
55;2.328000000000000e+03
57;9.620000000000000e+02
0;7.390000000000000e+02
1;1.517000000000000e+03
2;1.557000000000000e+03
3;2.390000000000000e+03
4;8.510000000000000e+02
5;2.098000000000000e+03
6;5.404000000000000e+03
7;1.199000000000000e+03
8;1.447000000000000e+03
9;1.435000000000000e+03
10;2.286000000000000e+03
11;1.210000000000000e+03
12;1.337000000000000e+03
13;2.901000000000000e+03
14;3.554000000000000e+03
15;2.278000000000000e+03
16;1.860000000000000e+03
17;6.360000000000000e+02
18;2.159000000000000e+03
19;1.681000000000000e+03
20;2.951000000000000e+03
21;1.350000000000000e+03
22;1.394000000000000e+03
23;2.590000000000000e+02
24;1.326000000000000e+03
25;1.189000000000000e+03
26;1.460000000000000e+03
27;2.532000000000000e+03
28;2.266000000000000e+03
29;1.006000000000000e+03
30;4.619000000000000e+03
31;1.498000000000000e+03
32;2.725000000000000e+03
33;2.899000000000000e+03
34;2.049000000000000e+03
35;1.974000000000000e+03
36;2.570000000000000e+03
37;3.718000000000000e+03
38;2.331000000000000e+03
39;1.211000000000000e+03
40;2.042000000000000e+03
41;4.252000000000000e+03
42;1.123000000000000e+03
43;5.220000000000000e+02
44;3.033000000000000e+03
45;3.351000000000000e+03
46;1.434000000000000e+03
47;1.878000000000000e+03
48;1.339000000000000e+03
49;1.882000000000000e+03
50;1.441000000000000e+03
51;1.543000000000000e+03
52;1.446000000000000e+03
53;1.345000000000000e+03
54;1.408000000000000e+03
55;2.986000000000000e+03
56;9.620000000000000e+02
