recorded_date,age_group,sex,observed_ethnicity,domestic_abuse,borough,method_of_killing,solved_status,year,month.name,season
2018-02-01,13 to 19,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,35 to 44,Male,White,Not Domestic Abuse,Barnet,Shooting,Unsolved,16,FEB,winter
2018-02-01,45 to 54,Female,Asian,Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,45 to 54,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,25 to 34,Male,White,Not Domestic Abuse,Greenwich,Blunt Implement,Solved,16,FEB,winter
2018-02-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,25 to 34,Male,Black,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,20 to 24,Male,Other,Not Domestic Abuse,Westminster,Shooting,Solved,16,FEB,winter
2018-02-01,13 to 19,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,20 to 24,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,16,FEB,winter
2018-02-01,35 to 44,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,FEB,winter
2018-03-01,35 to 44,Male,White,Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,45 to 54,Female,White,Domestic Abuse,Richmond Upon Thames,Knife or Sharp Implement,Unsolved,16,MAR,spring
2018-03-01,20 to 24,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,13 to 19,Male,Black,Not Domestic Abuse,Haringey,Shooting,Unsolved,16,MAR,spring
2018-03-01,65 and over,Male,White,Not Domestic Abuse,Kingston Upon Thames,Physical Assault,Unsolved,16,MAR,spring
2018-03-01,35 to 44,Male,Black,Not Domestic Abuse,Lewisham,Physical Assault,Solved,16,MAR,spring
2018-03-01,20 to 24,Male,White,Not Domestic Abuse,Waltham Forest,Shooting,Solved,16,MAR,spring
2018-03-01,13 to 19,Male,Black,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,35 to 44,Male,Black,Not Domestic Abuse,Hounslow,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,35 to 44,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,45 to 54,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,20 to 24,Male,White,Not Domestic Abuse,Ealing,Shooting,Solved,16,MAR,spring
2018-03-01,35 to 44,Male,Black,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,20 to 24,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,45 to 54,Male,White,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,16,MAR,spring
2018-03-01,25 to 34,Male,Black,Not Domestic Abuse,Hackney,Shooting,Unsolved,16,MAR,spring
2018-03-01,20 to 24,Male,Black,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Unsolved,16,MAR,spring
2018-03-01,35 to 44,Female,Black,Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,16,MAR,spring
2018-04-01,20 to 24,Male,White,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,16,APR,spring
2018-04-01,13 to 19,Female,Black,Not Domestic Abuse,Haringey,Shooting,Unsolved,16,APR,spring
2018-04-01,13 to 19,Male,Asian,Not Domestic Abuse,Waltham Forest,Shooting,Unsolved,16,APR,spring
2018-04-01,45 to 54,Male,Black,Not Domestic Abuse,Hackney,Physical Assault,Unsolved,16,APR,spring
2018-04-01,13 to 19,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,16,APR,spring
2018-04-01,35 to 44,Male,Black,Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,16,APR,spring
2018-04-01,35 to 44,Female,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,16,APR,spring
2018-04-01,25 to 34,Male,White,Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,16,APR,spring
2018-04-01,13 to 19,Female,White,Domestic Abuse,Greenwich,Physical Assault,Solved,16,APR,spring
2018-04-01,45 to 54,Male,White,Not Domestic Abuse,Camden,Blunt Implement,Solved,16,APR,spring
2018-04-01,13 to 19,Male,Other,Not Domestic Abuse,Newham,Knife or Sharp Implement,Unsolved,16,APR,spring
2018-04-01,25 to 34,Male,White,Not Domestic Abuse,Merton,Physical Assault,Solved,16,APR,spring
2018-04-01,20 to 24,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Unsolved,16,APR,spring
2018-05-01,35 to 44,Male,Black,Not Domestic Abuse,Brent,Shooting,Solved,16,MAY,spring
2018-05-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Shooting,Unsolved,16,MAY,spring
2018-05-01,65 and over,Female,Asian,Domestic Abuse,Hillingdon,Physical Assault,Solved,16,MAY,spring
2018-05-01,45 to 54,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,16,MAY,spring
2018-05-01,20 to 24,Male,Black,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,16,MAY,spring
2018-05-01,65 and over,Female,White,Not Domestic Abuse,Havering,Blunt Implement,Solved,16,MAY,spring
2018-05-01,35 to 44,Male,White,Not Domestic Abuse,Brent,Knife or Sharp Implement,Unsolved,16,MAY,spring
2018-05-01,20 to 24,Male,Black,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,16,MAY,spring
2018-05-01,25 to 34,Male,Asian,Not Domestic Abuse,Merton,Knife or Sharp Implement,Solved,16,MAY,spring
2018-05-01,25 to 34,Female,White,Domestic Abuse,Bromley,Physical Assault,Solved,16,MAY,spring
2018-05-01,25 to 34,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,16,MAY,spring
2018-05-01,35 to 44,Male,Black,Not Domestic Abuse,Kensington & Chelsea,Knife or Sharp Implement,Solved,16,MAY,spring
2018-06-01,25 to 34,Female,White,Domestic Abuse,Brent,Knife or Sharp Implement,Solved,16,JUN,summer
2018-06-01,35 to 44,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,16,JUN,summer
2018-06-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,JUN,summer
2018-06-01,55 to 64,Female,Asian,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,16,JUN,summer
2018-06-01,13 to 19,Male,Black,Not Domestic Abuse,Havering,Knife or Sharp Implement,Solved,16,JUN,summer
2018-06-01,20 to 24,Male,White,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Unsolved,16,JUN,summer
2018-07-01,65 and over,Female,Asian,Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,16,JUL,summer
2018-07-01,55 to 64,Female,Asian,Domestic Abuse,Islington,Physical Assault,Solved,16,JUL,summer
2018-07-01,13 to 19,Female,White,Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,JUL,summer
2018-07-01,65 and over,Female,White,Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,JUL,summer
2018-07-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Unsolved,16,JUL,summer
2018-08-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,45 to 54,Female,White,Domestic Abuse,Barking & Dagenham,Physical Assault,Solved,16,AUG,summer
2018-08-01,20 to 24,Male,Asian,Not Domestic Abuse,Kingston Upon Thames,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,25 to 34,Female,Black,Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,55 to 64,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,35 to 44,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,65 and over,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,20 to 24,Male,Black,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,16,AUG,summer
2018-08-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Blunt Implement,Solved,16,AUG,summer
2018-08-01,65 and over,Female,White,Domestic Abuse,Bromley,Blunt Implement,Solved,16,AUG,summer
2018-09-01,20 to 24,Male,White,Not Domestic Abuse,Haringey,Shooting,Solved,16,SEP,autumn
2018-09-01,25 to 34,Male,Asian,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,16,SEP,autumn
2018-09-01,65 and over,Male,Asian,Domestic Abuse,Newham,Physical Assault,Solved,16,SEP,autumn
2018-09-01,20 to 24,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Unsolved,16,SEP,autumn
2018-09-01,13 to 19,Male,Not Reported/Not known,Not Domestic Abuse,Waltham Forest,Shooting,Solved,16,SEP,autumn
2018-09-01,25 to 34,Female,White,Domestic Abuse,Hillingdon,Blunt Implement,Solved,16,SEP,autumn
2018-10-01,20 to 24,Male,Black,Not Domestic Abuse,Hillingdon,Shooting,Solved,16,OCT,autumn
2018-10-01,20 to 24,Male,Black,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,16,OCT,autumn
2018-10-01,45 to 54,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,16,OCT,autumn
2018-10-01,25 to 34,Female,Asian,Domestic Abuse,Tower Hamlets,Physical Assault,Solved,16,OCT,autumn
2018-10-01,13 to 19,Male,Black,Not Domestic Abuse,Greenwich,Shooting,Unsolved,16,OCT,autumn
2018-10-01,45 to 54,Male,White,Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,16,OCT,autumn
2018-10-01,35 to 44,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,OCT,autumn
2018-11-01,13 to 19,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-11-01,13 to 19,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-11-01,20 to 24,Male,Black,Not Domestic Abuse,Bromley,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-11-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Unsolved,16,NOV,autumn
2018-11-01,35 to 44,Female,Asian,Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-11-01,55 to 64,Female,Asian,Domestic Abuse,Wandsworth,Blunt Implement,Solved,16,NOV,autumn
2018-11-01,65 and over,Female,White,Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-11-01,25 to 34,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,16,NOV,autumn
2018-12-01,13 to 19,Male,White,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,16,DEC,winter
2018-12-01,13 to 19,Male,White,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,16,DEC,winter
2018-12-01,20 to 24,Male,Black,Not Domestic Abuse,Enfield,Shooting,Unsolved,16,DEC,winter
2018-12-01,25 to 34,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,16,DEC,winter
2018-12-01,45 to 54,Female,White,Not Domestic Abuse,Tower Hamlets,Physical Assault,Solved,16,DEC,winter
2019-01-01,25 to 34,Female,White,Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,17,JAN,winter
2019-01-01,25 to 34,Male,White,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,17,JAN,winter
2019-01-01,35 to 44,Female,Black,Domestic Abuse,Havering,Physical Assault,Unsolved,17,JAN,winter
2019-01-01,35 to 44,Female,Asian,Domestic Abuse,Tower Hamlets,Physical Assault,Solved,17,JAN,winter
2019-01-01,13 to 19,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,17,JAN,winter
2019-01-01,25 to 34,Female,Asian,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,JAN,winter
2019-01-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Unsolved,17,JAN,winter
2019-01-01,13 to 19,Male,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Unsolved,17,JAN,winter
2019-02-01,45 to 54,Male,Black,Not Domestic Abuse,Camden,Physical Assault,Solved,17,FEB,winter
2019-02-01,13 to 19,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,17,FEB,winter
2019-02-01,35 to 44,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,17,FEB,winter
2019-02-01,20 to 24,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,17,FEB,winter
2019-02-01,65 and over,Male,White,Not Domestic Abuse,Waltham Forest,Blunt Implement,Unsolved,17,FEB,winter
2019-02-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,17,FEB,winter
2019-02-01,35 to 44,Male,White,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,17,FEB,winter
2019-02-01,13 to 19,Male,Black,Not Domestic Abuse,Haringey,Shooting,Solved,17,FEB,winter
2019-02-01,20 to 24,Male,Black,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,17,FEB,winter
2019-03-01,13 to 19,Female,White,Not Domestic Abuse,Havering,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,45 to 54,Female,White,Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,0 to 12,Female,White,Not Domestic Abuse,Croydon,Physical Assault,Solved,17,MAR,spring
2019-03-01,35 to 44,Male,Black,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,25 to 34,Female,White,Not Domestic Abuse,Richmond Upon Thames,Physical Assault,Solved,17,MAR,spring
2019-03-01,25 to 34,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,45 to 54,Female,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,17,MAR,spring
2019-03-01,13 to 19,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,25 to 34,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,13 to 19,Male,Black,Not Domestic Abuse,Hounslow,Knife or Sharp Implement,Unsolved,17,MAR,spring
2019-03-01,45 to 54,Male,Asian,Not Domestic Abuse,Harrow,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,25 to 34,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Solved,17,MAR,spring
2019-03-01,25 to 34,Male,White,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,17,MAR,spring
2019-03-01,35 to 44,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,17,MAR,spring
2019-04-01,20 to 24,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Unsolved,17,APR,spring
2019-04-01,55 to 64,Male,Black,Not Domestic Abuse,Waltham Forest,Physical Assault,Solved,17,APR,spring
2019-04-01,20 to 24,Male,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Unsolved,17,APR,spring
2019-04-01,45 to 54,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,17,APR,spring
2019-04-01,25 to 34,Male,Black,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,17,APR,spring
2019-04-01,20 to 24,Male,Black,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,17,APR,spring
2019-04-01,35 to 44,Female,White,Domestic Abuse,Tower Hamlets,Blunt Implement,Solved,17,APR,spring
2019-04-01,25 to 34,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,17,APR,spring
2019-04-01,35 to 44,Female,Asian,Not Domestic Abuse,Newham,Blunt Implement,Solved,17,APR,spring
2019-04-01,25 to 34,Female,White,Not Domestic Abuse,Newham,Blunt Implement,Solved,17,APR,spring
2019-05-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,25 to 34,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,45 to 54,Male,Not Reported/Not known,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,65 and over,Female,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,65 and over,Male,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,45 to 54,Male,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,17,MAY,spring
2019-05-01,20 to 24,Male,Asian,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,17,MAY,spring
2019-05-01,25 to 34,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Unsolved,17,MAY,spring
2019-06-01,25 to 34,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Physical Assault,Solved,17,JUN,summer
2019-06-01,13 to 19,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,13 to 19,Male,Black,Not Domestic Abuse,Greenwich,Shooting,Unsolved,17,JUN,summer
2019-06-01,25 to 34,Male,White,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,35 to 44,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,35 to 44,Male,Black,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,25 to 34,Male,White,Not Domestic Abuse,Hounslow,Shooting,Unsolved,17,JUN,summer
2019-06-01,13 to 19,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,45 to 54,Male,Black,Not Domestic Abuse,Lambeth,Physical Assault,Unsolved,17,JUN,summer
2019-06-01,25 to 34,Female,Black,Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,17,JUN,summer
2019-06-01,25 to 34,Male,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,JUN,summer
2019-07-01,0 to 12,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,17,JUL,summer
2019-07-01,35 to 44,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,17,JUL,summer
2019-07-01,25 to 34,Male,Black,Not Domestic Abuse,Brent,Shooting,Solved,17,JUL,summer
2019-07-01,25 to 34,Male,White,Not Domestic Abuse,Waltham Forest,Shooting,Solved,17,JUL,summer
2019-07-01,25 to 34,Male,Black,Not Domestic Abuse,Brent,Shooting,Solved,17,JUL,summer
2019-07-01,20 to 24,Male,Black,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,17,JUL,summer
2019-07-01,65 and over,Female,Asian,Domestic Abuse,Richmond Upon Thames,Knife or Sharp Implement,Solved,17,JUL,summer
2019-07-01,13 to 19,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Unsolved,17,JUL,summer
2019-07-01,55 to 64,Male,Asian,Domestic Abuse,Richmond Upon Thames,Knife or Sharp Implement,Solved,17,JUL,summer
2019-07-01,20 to 24,Male,Black,Not Domestic Abuse,Enfield,Shooting,Unsolved,17,JUL,summer
2019-07-01,55 to 64,Female,White,Not Domestic Abuse,Bromley,Blunt Implement,Solved,17,JUL,summer
2019-07-01,20 to 24,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,17,JUL,summer
2019-08-01,65 and over,Female,White,Not Domestic Abuse,Haringey,Blunt Implement,Solved,17,AUG,summer
2019-08-01,13 to 19,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,65 and over,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,13 to 19,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,35 to 44,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,25 to 34,Female,White,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,17,AUG,summer
2019-08-01,13 to 19,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,17,AUG,summer
2019-08-01,35 to 44,Female,Black,Not Domestic Abuse,Hackney,Blunt Implement,Solved,17,AUG,summer
2019-09-01,55 to 64,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,20 to 24,Male,Black,Not Domestic Abuse,Camden,Shooting,Unsolved,17,SEP,autumn
2019-09-01,13 to 19,Male,Other,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,20 to 24,Female,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,25 to 34,Male,Black,Not Domestic Abuse,Camden,Knife or Sharp Implement,Unsolved,17,SEP,autumn
2019-09-01,25 to 34,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Shooting,Solved,17,SEP,autumn
2019-09-01,55 to 64,Female,White,Not Domestic Abuse,Ealing,Blunt Implement,Solved,17,SEP,autumn
2019-09-01,20 to 24,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,20 to 24,Male,Not Reported/Not known,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-09-01,45 to 54,Female,Black,Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,17,SEP,autumn
2019-10-01,20 to 24,Female,Black,Domestic Abuse,Brent,Knife or Sharp Implement,Unsolved,17,OCT,autumn
2019-10-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,17,OCT,autumn
2019-10-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,OCT,autumn
2019-10-01,20 to 24,Male,White,Not Domestic Abuse,Bexley,Knife or Sharp Implement,Solved,17,OCT,autumn
2019-10-01,0 to 12,Male,Black,Not Domestic Abuse,Croydon,Physical Assault,Solved,17,OCT,autumn
2019-10-01,45 to 54,Female,White,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Unsolved,17,OCT,autumn
2019-10-01,25 to 34,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,17,OCT,autumn
2019-11-01,55 to 64,Male,White,Not Domestic Abuse,Redbridge,Blunt Implement,Solved,17,NOV,autumn
2019-11-01,13 to 19,Male,Black,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,17,NOV,autumn
2019-11-01,35 to 44,Male,Asian,Not Domestic Abuse,Tower Hamlets,Shooting,Solved,17,NOV,autumn
2019-11-01,13 to 19,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,17,NOV,autumn
2019-11-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,NOV,autumn
2019-11-01,25 to 34,Male,Other,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,NOV,autumn
2019-11-01,35 to 44,Male,Black,Not Domestic Abuse,Brent,Physical Assault,Solved,17,NOV,autumn
2019-11-01,20 to 24,Male,Black,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,17,NOV,autumn
2019-12-01,20 to 24,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,55 to 64,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Unsolved,17,DEC,winter
2019-12-01,20 to 24,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,25 to 34,Male,Other,Not Domestic Abuse,Kensington & Chelsea,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,45 to 54,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,25 to 34,Male,White,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,45 to 54,Male,White,Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,25 to 34,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,35 to 44,Male,Black,Not Domestic Abuse,Hounslow,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,25 to 34,Male,Black,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,20 to 24,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,25 to 34,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,35 to 44,Male,White,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,55 to 64,Male,White,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,17,DEC,winter
2019-12-01,35 to 44,Male,White,Not Domestic Abuse,Wandsworth,Shooting,Solved,17,DEC,winter
2020-01-01,45 to 54,Male,White,Not Domestic Abuse,Richmond Upon Thames,Knife or Sharp Implement,Solved,18,JAN,winter
2020-01-01,25 to 34,Male,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,18,JAN,winter
2020-01-01,55 to 64,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,18,JAN,winter
2020-01-01,35 to 44,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,18,JAN,winter
2020-01-01,25 to 34,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,18,JAN,winter
2020-01-01,35 to 44,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,18,JAN,winter
